Date;Open;Max;Min;Close
24.10.2018;112440;112620;112430;112610
24.10.2018;112610;112630;112550;112580
24.10.2018;112590;112650;112530;112650
24.10.2018;112630;112680;112630;112650
24.10.2018;112650;112720;112610;112610
24.10.2018;112600;112610;112520;112610
24.10.2018;112610;112640;112590;112640
24.10.2018;112630;112640;112450;112480
24.10.2018;112490;112510;112410;112480
24.10.2018;112470;112680;112470;112610
24.10.2018;112620;112670;112590;112640
24.10.2018;112640;112650;112570;112630
24.10.2018;112620;112740;112610;112740
24.10.2018;112710;112720;112610;112620
24.10.2018;112610;112670;112600;112620
24.10.2018;112610;112760;112590;112760
24.10.2018;112760;112780;112710;112760
24.10.2018;112760;112780;112730;112730
24.10.2018;112710;112730;112600;112600
24.10.2018;112600;112690;112570;112660
24.10.2018;112660;112720;112640;112690
24.10.2018;112710;112710;112640;112670
24.10.2018;112670;112690;112610;112680
24.10.2018;112670;112700;112590;112640
24.10.2018;112640;112650;112580;112590
24.10.2018;112630;112630;112540;112560
24.10.2018;112540;112550;112480;112500
24.10.2018;112500;112510;112430;112490
24.10.2018;112490;112510;112410;112460
24.10.2018;112460;112470;112420;112460
24.10.2018;112450;112490;112450;112480
24.10.2018;112480;112490;112450;112470
24.10.2018;112480;112540;112460;112540
24.10.2018;112520;112540;112490;112500
24.10.2018;112490;112510;112450;112470
24.10.2018;112470;112480;112440;112460
24.10.2018;112450;112480;112430;112440
24.10.2018;112440;112470;112440;112460
24.10.2018;112460;112500;112450;112460
24.10.2018;112470;112530;112460;112530
24.10.2018;112530;112550;112480;112520
24.10.2018;112510;112510;112430;112450
24.10.2018;112450;112450;112410;112420
24.10.2018;112410;112430;112400;112410
24.10.2018;112400;112410;112230;112240
24.10.2018;112240;112300;112230;112250
24.10.2018;112250;112300;112160;112170
24.10.2018;112170;112200;112050;112120
24.10.2018;112140;112180;112060;112160
24.10.2018;112150;112210;112110;112210
24.10.2018;112200;112200;112140;112140
24.10.2018;112130;112190;112080;112190
24.10.2018;112180;112190;112150;112150
24.10.2018;112160;112240;112130;112220
24.10.2018;112210;112270;112180;112180
24.10.2018;112180;112220;112160;112200
24.10.2018;112200;112200;111900;111950
24.10.2018;111950;112000;111920;111990
24.10.2018;112000;112000;111950;111980
24.10.2018;112000;112000;111870;111950
24.10.2018;111950;111970;111900;111940
24.10.2018;111930;111950;111860;111910
24.10.2018;111900;111900;111770;111800
24.10.2018;111790;111800;111690;111760
24.10.2018;111760;111880;111750;111830
24.10.2018;111820;111840;111760;111790
24.10.2018;111790;111800;111710;111780
24.10.2018;111780;111840;111720;111840
24.10.2018;111850;111920;111810;111900
24.10.2018;111890;111890;111560;111630
24.10.2018;111630;111650;111520;111550
24.10.2018;111550;111550;111460;111540
24.10.2018;111530;111640;111510;111590
24.10.2018;111600;111640;111520;111580
24.10.2018;111590;111640;111550;111570
24.10.2018;111570;111620;111520;111540
24.10.2018;111530;111530;111430;111450
24.10.2018;111440;111590;111440;111540
24.10.2018;111540;111650;111540;111610
24.10.2018;111600;111870;111580;111720
24.10.2018;111720;111740;111580;111600
24.10.2018;111590;111750;111580;111720
24.10.2018;111710;111710;111520;111610
24.10.2018;111610;111660;111550;111660
24.10.2018;111660;111710;111610;111710
24.10.2018;111690;111700;111640;111670
24.10.2018;111670;111710;111590;111590
24.10.2018;111600;111610;111500;111610
24.10.2018;111610;111610;111410;111410
24.10.2018;111430;111540;111410;111510
24.10.2018;111490;111490;111380;111420
24.10.2018;111440;111450;111340;111370
24.10.2018;111370;111420;111280;111390
24.10.2018;111380;111420;111230;111300
24.10.2018;111290;111320;111200;111240
24.10.2018;111240;111300;111210;111230
24.10.2018;111230;111290;111190;111190
24.10.2018;111190;111210;111030;111080
24.10.2018;111070;111130;111040;111070
24.10.2018;111080;111100;111040;111050
24.10.2018;111040;111130;111040;111060
24.10.2018;111060;111130;110920;111010
24.10.2018;111010;111120;110980;111110
24.10.2018;111110;111190;111100;111170
24.10.2018;111170;111220;111140;111180
24.10.2018;111190;111190;111030;111040
24.10.2018;111050;111060;110970;110970
24.10.2018;110980;111120;110900;111120
24.10.2018;111120;111130;111040;111110
24.10.2018;111110;111180;111100;111180
24.10.2018;111170;111170;111120;111130
24.10.2018;111150;111150;111100;111110
24.10.2018;111110;111130;111080;111080
24.10.2018;111100;111100;111030;111080
24.10.2018;111100;111120;111080;111120
24.10.2018;111120;111160;111090;111090
24.10.2018;111090;111150;111090;111150
24.10.2018;111140;111150;111070;111100
24.10.2018;111110;111130;111100;111130
24.10.2018;111120;111120;111090;111100
24.10.2018;111100;111110;111090;111110
24.10.2018;111100;111100;111050;111060
24.10.2018;111070;111080;111050;111080
24.10.2018;111070;111100;111050;111090
24.10.2018;111080;111130;111080;111130
24.10.2018;111120;111130;111110;111120
24.10.2018;111120;111130;111110;111120
24.10.2018;111120;111120;111100;111110
24.10.2018;111110;111120;111090;111090
24.10.2018;111090;111130;111090;111090
24.10.2018;111100;111120;111090;111100
24.10.2018;111110;111150;111110;111150
24.10.2018;111150;111180;111130;111170
24.10.2018;111170;111180;111150;111160
24.10.2018;111160;111170;111150;111150
24.10.2018;111150;111170;111140;111150
24.10.2018;111150;111170;111140;111160
24.10.2018;111170;111180;111160;111160
24.10.2018;111160;111180;111160;111160
24.10.2018;111180;111200;111170;111180
24.10.2018;111190;111230;111180;111180
24.10.2018;111190;111210;111110;111110
24.10.2018;111130;111130;111040;111090
24.10.2018;111090;111090;111020;111020
24.10.2018;111020;111040;110920;110930
24.10.2018;110920;110940;110880;110920
24.10.2018;110930;110930;110800;110850
24.10.2018;110860;110960;110780;110960
24.10.2018;110960;110960;110920;110920
24.10.2018;110930;110940;110920;110940
24.10.2018;110930;111020;110930;111020
24.10.2018;111030;111090;111000;111040
26.11.2018;111280;111280;110450;110550
26.11.2018;110550;110560;110350;110390
26.11.2018;110390;110600;110370;110550
26.11.2018;110560;110600;110430;110550
26.11.2018;110550;110570;110150;110150
26.11.2018;110160;110310;110130;110220
26.11.2018;110240;110240;109300;109690
26.11.2018;109690;109700;109500;109530
26.11.2018;109540;109690;109540;109650
26.11.2018;109640;109770;109630;109690
26.11.2018;109690;109730;109630;109680
26.11.2018;109670;109860;109660;109840
26.11.2018;109840;109850;109440;109540
26.11.2018;109540;109570;109440;109520
26.11.2018;109510;109530;109220;109260
26.11.2018;109260;109370;109060;109140
26.11.2018;109130;109450;109130;109290
26.11.2018;109280;109310;109180;109210
26.11.2018;109210;109220;109080;109170
26.11.2018;109170;109200;109070;109070
26.11.2018;109080;109220;109080;109190
26.11.2018;109190;109240;109100;109130
26.11.2018;109140;109240;109140;109240
26.11.2018;109240;109330;109170;109190
26.11.2018;109190;109210;109060;109060
26.11.2018;109060;109150;109010;109100
26.11.2018;109100;109120;108840;108860
26.11.2018;108870;108870;108660;108700
26.11.2018;108690;108780;108670;108770
26.11.2018;108770;108820;108680;108700
26.11.2018;108700;108960;108700;108940
26.11.2018;108930;108970;108870;108920
26.11.2018;108930;108960;108730;108730
26.11.2018;108730;108760;108600;108690
26.11.2018;108690;108710;108540;108650
26.11.2018;108670;108680;108430;108490
26.11.2018;108480;108580;108470;108550
26.11.2018;108560;108650;108540;108630
26.11.2018;108630;108720;108350;108370
26.11.2018;108350;108530;108060;108200
26.11.2018;108200;108210;107690;107730
26.11.2018;107730;107800;107530;107600
26.11.2018;107600;107720;107600;107680
26.11.2018;107670;107720;107610;107650
26.11.2018;107640;107690;107600;107650
26.11.2018;107640;107870;107620;107850
26.11.2018;107860;107960;107820;107940
26.11.2018;107940;108020;107910;107970
26.11.2018;107970;107970;107690;107710
26.11.2018;107710;107930;107700;107920
26.11.2018;107910;108060;107910;108020
26.11.2018;108010;108200;108010;108190
26.11.2018;108190;108230;108150;108220
26.11.2018;108220;108240;108170;108190
26.11.2018;108190;108270;108130;108210
26.11.2018;108220;108230;108160;108200
26.11.2018;108200;108210;108130;108140
26.11.2018;108140;108170;107980;107980
26.11.2018;107980;108200;107970;108200
26.11.2018;108200;108250;108150;108180
26.11.2018;108170;108330;108100;108310
26.11.2018;108300;108450;108290;108450
26.11.2018;108450;108670;108390;108630
26.11.2018;108630;108630;108510;108510
26.11.2018;108520;108530;108420;108430
26.11.2018;108420;108540;108420;108470
26.11.2018;108470;108570;108470;108540
26.11.2018;108550;108570;108490;108500
26.11.2018;108500;108620;108450;108550
26.11.2018;108540;108620;108490;108570
26.11.2018;108570;108640;108570;108640
26.11.2018;108630;108660;108540;108570
26.11.2018;108570;108610;108520;108520
26.11.2018;108510;108650;108470;108640
26.11.2018;108650;108800;108630;108760
26.11.2018;108760;108780;108380;108470
26.11.2018;108460;108560;108450;108510
26.11.2018;108510;108550;108440;108540
26.11.2018;108550;108590;108520;108520
26.11.2018;108530;108570;108480;108500
26.11.2018;108490;108520;108450;108470
26.11.2018;108470;108570;108470;108560
26.11.2018;108560;108670;108560;108640
26.11.2018;108650;108730;108590;108620
26.11.2018;108600;108740;108580;108710
26.11.2018;108730;108870;108660;108730
26.11.2018;108740;108940;108730;108910
26.11.2018;108910;109170;108890;109130
26.11.2018;109130;109220;109100;109120
26.11.2018;109130;109240;109100;109160
26.11.2018;109170;109450;109170;109360
26.11.2018;109370;109400;109290;109360
26.11.2018;109360;109360;109200;109240
26.11.2018;109250;109290;109160;109250
26.11.2018;109250;109260;109190;109220
26.11.2018;109220;109370;109200;109340
26.11.2018;109340;109350;109250;109280
26.11.2018;109280;109380;109250;109370
26.11.2018;109370;109370;109300;109350
26.11.2018;109330;109360;109300;109330
26.11.2018;109320;109390;109290;109310
26.11.2018;109300;109390;109280;109330
26.11.2018;109330;109370;109300;109320
26.11.2018;109320;109370;109290;109290
26.11.2018;109290;109300;109230;109280
26.11.2018;109260;109280;109170;109230
26.11.2018;109230;109300;109180;109200
26.11.2018;109200;109220;109120;109130
26.11.2018;109130;109220;109120;109210
26.11.2018;109220;109260;109200;109240
26.11.2018;109250;109290;109200;109200
26.11.2018;109190;109240;109180;109200
26.11.2018;109190;109210;109180;109180
26.11.2018;109180;109190;109140;109140
26.11.2018;109150;109170;109120;109160
26.11.2018;109170;109170;109130;109140
26.11.2018;109130;109150;109120;109120
26.11.2018;109130;109170;109120;109130
26.11.2018;109140;109160;109060;109070
26.11.2018;109080;109220;109070;109190
26.11.2018;109170;109400;109170;109390
26.11.2018;109410;109500;109390;109460
26.11.2018;109450;109630;109440;109600
26.11.2018;109600;109630;109540;109550
26.11.2018;109540;109540;109400;109460
26.11.2018;109450;109460;109300;109330
26.11.2018;109330;109350;109300;109310
26.11.2018;109330;109350;109220;109230
26.11.2018;109240;109380;109240;109350
26.11.2018;109350;109400;109330;109390
26.11.2018;109380;109400;109320;109350
26.11.2018;109350;109380;109320;109360
26.11.2018;109370;109430;109370;109420
26.11.2018;109400;109470;109390;109410
26.11.2018;109410;109470;109390;109450
26.11.2018;109440;109630;109440;109590
26.11.2018;109600;109650;109510;109540
26.11.2018;109540;109550;109380;109380
26.11.2018;109380;109400;109270;109280
26.11.2018;109280;109290;109190;109200
26.11.2018;109210;109220;109050;109090
26.11.2018;109100;109180;109050;109160
26.11.2018;109170;109330;109170;109310
26.11.2018;109310;109320;109210;109250
26.11.2018;109240;109280;109240;109250
26.11.2018;109250;109310;109250;109280
26.11.2018;109280;109300;109150;109190
26.11.2018;109190;109220;109130;109150
26.11.2018;109170;109270;109170;109250
26.11.2018;109240;109380;109210;109380
26.11.2018;109360;109380;109250;109270
26.11.2018;109270;109270;109210;109220
26.11.2018;109220;109250;109210;109240
26.11.2018;109230;109240;109180;109200
26.11.2018;109200;109230;109160;109160
26.11.2018;109170;109250;109150;109170
26.11.2018;109170;109200;109140;109190
26.11.2018;109180;109220;109150;109180
26.11.2018;109190;109220;109180;109200
26.11.2018;109190;109230;109170;109220
26.11.2018;109230;109290;109190;109230
26.11.2018;109230;109230;109190;109210
26.11.2018;109220;109240;109190;109240
26.11.2018;109230;109230;109190;109210
26.11.2018;109210;109210;109060;109090
26.11.2018;109090;109110;108920;108960
26.11.2018;108950;108960;108920;108960
26.11.2018;108940;108950;108860;108930
26.11.2018;108940;108980;108900;108950
26.11.2018;108960;108980;108930;108950
26.11.2018;108950;108960;108920;108960
26.11.2018;108960;108970;108880;108950
26.11.2018;108950;108980;108860;108960
26.11.2018;108960;109020;108960;109020
26.11.2018;109020;109290;109020;109270
26.11.2018;109290;109500;109270;109330
26.11.2018;109330;109400;109270;109330
26.11.2018;109320;109360;109310;109320
26.11.2018;109330;109360;109290;109320
26.11.2018;109340;109400;109310;109400
26.11.2018;109400;109400;109230;109250
26.11.2018;109240;109300;109190;109260
26.11.2018;109250;109250;109150;109170
26.11.2018;109160;109230;109150;109170
26.11.2018;109190;109240;109180;109200
26.11.2018;109200;109200;109120;109140
26.11.2018;109130;109130;109030;109120
26.11.2018;109120;109200;109090;109190
26.11.2018;109190;109190;109130;109130
26.11.2018;109140;109150;108920;108970
26.11.2018;108960;109030;108940;108980
26.11.2018;108990;109050;108980;109000
26.11.2018;109010;109040;108960;109030
26.11.2018;109030;109050;108960;108980
26.11.2018;108980;109000;108920;108940
26.11.2018;108940;108960;108720;108780
26.11.2018;108780;108780;108670;108690
26.11.2018;108680;108910;108660;108860
26.11.2018;108860;108860;108750;108850
26.11.2018;108840;108880;108760;108780
26.11.2018;108770;108880;108690;108820
26.11.2018;108810;108850;108760;108800
26.11.2018;108800;108800;108690;108770
26.11.2018;108780;108850;108760;108820
26.11.2018;108810;108820;108720;108740
26.11.2018;108740;108800;108680;108790
26.11.2018;108780;108870;108780;108860
26.11.2018;108840;108870;108800;108860
26.11.2018;108850;108880;108830;108840
26.11.2018;108850;108910;108830;108900
26.11.2018;108880;108900;108830;108850
26.11.2018;108840;108910;108840;108890
26.11.2018;108890;108940;108860;108900
26.11.2018;108890;108900;108850;108870
26.11.2018;108880;108880;108820;108870
26.11.2018;108860;108860;108700;108720
26.11.2018;108710;108780;108650;108780
26.11.2018;108780;108800;108740;108760
26.11.2018;108750;108790;108720;108780
26.11.2018;108770;108810;108750;108810
26.11.2018;108800;108820;108770;108810
26.11.2018;108800;108820;108740;108770
26.11.2018;108760;108800;108720;108790
26.11.2018;108780;108790;108710;108720
26.11.2018;108720;108790;108720;108780
26.11.2018;108790;108880;108780;108860
26.11.2018;108860;108870;108820;108820
26.11.2018;108810;108830;108700;108750
26.11.2018;108740;108780;108680;108770
26.11.2018;108770;108780;108580;108580
26.11.2018;108580;108690;108580;108630
26.11.2018;108640;108690;108630;108680
26.11.2018;108670;108750;108670;108740
26.11.2018;108730;108800;108730;108800
26.11.2018;108790;109020;108790;108940
26.11.2018;108940;108950;108880;108920
26.11.2018;108920;108990;108870;108920
26.11.2018;108920;108990;108910;108980
26.11.2018;108980;108990;108940;108980
26.11.2018;108980;108990;108890;108900
26.11.2018;108910;109090;108870;109040
26.11.2018;109050;109240;109040;109120
26.11.2018;109110;109120;109000;109060
26.11.2018;109070;109070;108920;109010
26.11.2018;109000;109030;108900;108960
26.11.2018;108960;109050;108930;109000
26.11.2018;109010;109010;108940;108940
26.11.2018;108950;109040;108950;109010
26.11.2018;109020;109050;108990;109020
26.11.2018;109030;109030;108970;108970
26.11.2018;108970;109080;108970;109070
26.11.2018;109080;109080;108990;109000
26.11.2018;109000;109060;108980;109030
26.11.2018;109040;109130;109020;109070
26.11.2018;109070;109110;109030;109110
26.11.2018;109100;109120;109040;109120
26.11.2018;109110;109140;109080;109080
26.11.2018;109080;109100;109030;109040
26.11.2018;109040;109040;108910;108930
26.11.2018;108920;108990;108890;108950
26.11.2018;108950;108990;108850;108910
26.11.2018;108910;108960;108880;108900
26.11.2018;108900;108950;108890;108940
26.11.2018;108950;108960;108850;108870
26.11.2018;108870;108870;108750;108800
26.11.2018;108790;108880;108780;108840
26.11.2018;108850;108860;108810;108850
26.11.2018;108860;108900;108820;108870
26.11.2018;108860;108870;108780;108810
26.11.2018;108820;108840;108790;108820
26.11.2018;108810;108910;108800;108830
26.11.2018;108830;108830;108720;108780
26.11.2018;108780;108820;108740;108800
26.11.2018;108810;108900;108810;108860
26.11.2018;108860;109020;108850;109010
26.11.2018;109000;109050;108940;108990
26.11.2018;108990;109020;108950;108950
26.11.2018;108950;108990;108940;108960
26.11.2018;108960;108960;108890;108900
26.11.2018;108910;108940;108900;108930
26.11.2018;108930;109000;108910;108940
26.11.2018;108950;108990;108900;108960
26.11.2018;108960;109000;108930;109000
26.11.2018;109000;109040;108950;109040
26.11.2018;109030;109040;108970;108990
26.11.2018;109000;109010;108930;108940
26.11.2018;108940;108940;108840;108900
26.11.2018;108910;108930;108820;108830
26.11.2018;108840;108910;108830;108900
26.11.2018;108890;108920;108880;108890
26.11.2018;108900;108930;108890;108890
26.11.2018;108890;108930;108890;108900
26.11.2018;108900;108910;108870;108910
26.11.2018;108900;108920;108840;108840
26.11.2018;108830;108870;108810;108830
26.11.2018;108820;108890;108790;108880
26.11.2018;108890;108950;108890;108900
26.11.2018;108910;108930;108870;108890
26.11.2018;108890;108910;108880;108900
26.11.2018;108890;108890;108840;108860
26.11.2018;108870;108900;108850;108870
26.11.2018;108870;108890;108840;108850
26.11.2018;108850;108890;108840;108860
26.11.2018;108870;108920;108830;108860
26.11.2018;108850;108910;108830;108890
26.11.2018;108880;108890;108840;108890
26.11.2018;108890;108890;108820;108850
26.11.2018;108850;108880;108820;108850
26.11.2018;108850;108890;108820;108850
26.11.2018;108860;108870;108800;108840
26.11.2018;108850;108850;108660;108680
26.11.2018;108690;108740;108610;108740
26.11.2018;108730;108750;108650;108680
26.11.2018;108690;108720;108660;108690
26.11.2018;108690;108800;108680;108790
26.11.2018;108790;108850;108750;108820
26.11.2018;108800;108830;108780;108810
26.11.2018;108810;108850;108790;108810
26.11.2018;108810;108880;108810;108850
26.11.2018;108860;108860;108790;108800
26.11.2018;108810;108910;108800;108900
26.11.2018;108880;108950;108830;108840
26.11.2018;108840;108890;108840;108860
26.11.2018;108870;108880;108810;108830
26.11.2018;108830;108920;108830;108890
26.11.2018;108870;108890;108820;108860
26.11.2018;108850;108850;108790;108810
26.11.2018;108820;108830;108770;108810
26.11.2018;108800;108820;108770;108800
26.11.2018;108800;108820;108780;108820
26.11.2018;108810;108830;108770;108820
26.11.2018;108830;108870;108810;108830
26.11.2018;108830;108840;108810;108830
26.11.2018;108830;108860;108810;108830
26.11.2018;108840;108860;108810;108820
26.11.2018;108830;108860;108780;108850
26.11.2018;108850;108880;108840;108880
26.11.2018;108860;108870;108790;108850
26.11.2018;108850;108890;108850;108860
26.11.2018;108860;108910;108860;108890
26.11.2018;108880;108990;108880;108970
26.11.2018;108970;109040;108950;108990
26.11.2018;108980;109000;108960;108970
26.11.2018;108970;109000;108970;108990
26.11.2018;108990;109020;108990;109020
26.11.2018;109020;109040;108990;108990
26.11.2018;109000;109020;108920;108920
26.11.2018;108920;108990;108920;108960
26.11.2018;108970;108980;108940;108970
26.11.2018;108950;108960;108930;108930
26.11.2018;108940;108940;108890;108900
26.11.2018;108910;108910;108860;108910
26.11.2018;108890;108910;108830;108840
26.11.2018;108830;108850;108720;108730
26.11.2018;108720;108720;108420;108450
26.11.2018;108430;108540;108430;108530
26.11.2018;108530;108540;108430;108440
26.11.2018;108450;108460;108210;108310
26.11.2018;108290;108330;108260;108300
26.11.2018;108290;108330;108250;108270
26.11.2018;108260;108370;108250;108340
26.11.2018;108360;108380;108310;108370
26.11.2018;108360;108420;108360;108400
26.11.2018;108400;108450;108400;108410
26.11.2018;108410;108420;108360;108360
26.11.2018;108360;108460;108350;108450
26.11.2018;108450;108490;108400;108470
26.11.2018;108480;108480;108420;108450
26.11.2018;108450;108490;108440;108440
26.11.2018;108440;108470;108410;108440
26.11.2018;108440;108560;108430;108560
26.11.2018;108570;108570;108500;108520
26.11.2018;108530;108560;108520;108540
26.11.2018;108540;108610;108530;108540
26.11.2018;108540;108540;108480;108520
26.11.2018;108520;108530;108440;108470
26.11.2018;108460;108520;108460;108520
26.11.2018;108510;108600;108500;108590
26.11.2018;108570;108600;108380;108400
26.11.2018;108400;108410;108360;108400
26.11.2018;108400;108470;108370;108450
26.11.2018;108440;108490;108410;108450
26.11.2018;108450;108490;108420;108420
26.11.2018;108410;108460;108400;108460
26.11.2018;108440;108440;108400;108420
26.11.2018;108410;108480;108410;108440
26.11.2018;108430;108460;108330;108370
26.11.2018;108360;108400;108260;108270
26.11.2018;108270;108280;108120;108210
26.11.2018;108200;108300;108200;108240
26.11.2018;108240;108250;108040;108080
26.11.2018;108090;108210;108070;108130
26.11.2018;108130;108150;108060;108090
26.11.2018;108100;108150;108090;108100
26.11.2018;108100;108140;108050;108080
26.11.2018;108090;108180;108080;108180
26.11.2018;108170;108210;108110;108130
26.11.2018;108140;108190;108110;108180
26.11.2018;108170;108220;108150;108200
26.11.2018;108190;108240;108180;108220
26.11.2018;108220;108230;108160;108210
26.11.2018;108230;108280;108220;108280
26.11.2018;108290;108410;108270;108370
26.11.2018;108370;108400;108340;108370
26.11.2018;108360;108410;108360;108400
26.11.2018;108380;108410;108370;108390
26.11.2018;108400;108470;108390;108420
26.11.2018;108410;108430;108350;108380
26.11.2018;108390;108490;108380;108490
26.11.2018;108490;108550;108460;108480
26.11.2018;108500;108500;108330;108360
26.11.2018;108360;108400;108350;108400
26.11.2018;108400;108410;108340;108370
26.11.2018;108360;108370;108340;108370
26.11.2018;108380;108400;108330;108330
26.11.2018;108320;108320;108170;108240
26.11.2018;108240;108240;107820;107850
26.11.2018;107840;107850;107600;107630
26.11.2018;107640;107930;107600;107920
26.11.2018;107920;107970;107870;107920
26.11.2018;107930;108170;107900;108060
26.11.2018;108060;108070;107740;107820
26.11.2018;107830;107900;107780;107870
26.11.2018;107880;107940;107860;107900
26.11.2018;107890;107900;107830;107860
26.11.2018;107850;107930;107840;107930
26.11.2018;107940;107940;107780;107810
26.11.2018;107800;107900;107760;107850
26.11.2018;107860;107900;107830;107890
26.11.2018;107880;107890;107670;107670
26.11.2018;107670;107770;107560;107570
26.11.2018;107560;107570;107060;107240
26.11.2018;107230;107380;107180;107300
26.11.2018;107300;107390;107290;107330
26.11.2018;107340;107370;107260;107310
26.11.2018;107310;107310;106900;106940
26.11.2018;106940;106960;106750;106790
26.11.2018;106790;107030;106780;107030
26.11.2018;107030;107270;107030;107210
26.11.2018;107200;107250;107080;107230
26.11.2018;107220;107330;107220;107260
26.11.2018;107240;107380;107230;107350
26.11.2018;107360;107410;107320;107390
26.11.2018;107400;107430;107380;107400
26.11.2018;107380;107460;107380;107420
26.11.2018;107400;107770;107390;107750
26.11.2018;107750;108080;107690;108040
26.11.2018;108040;108130;108020;108060
26.11.2018;108050;108400;108050;108360
26.11.2018;108350;108370;108200;108250
26.11.2018;108240;108460;108220;108360
26.11.2018;108370;108390;108130;108170
26.11.2018;108180;108340;108170;108330
26.11.2018;108340;108380;108150;108150
26.11.2018;108160;108310;108160;108260
26.11.2018;108260;108300;108190;108270
26.11.2018;108290;108390;108280;108310
26.11.2018;108310;108330;108220;108250
26.11.2018;108240;108440;108220;108430
26.11.2018;108430;108450;108370;108430
26.11.2018;108430;108500;108340;108490
26.11.2018;108470;108750;108400;108740
26.11.2018;108740;108830;108560;108580
26.11.2018;108580;108750;108580;108730
26.11.2018;108740;108740;108620;108630
26.11.2018;108620;108640;108420;108440
26.11.2018;108450;108480;108400;108410
26.11.2018;108400;108480;108370;108430
26.11.2018;108430;108520;108390;108510
26.11.2018;108520;108520;108420;108500
26.11.2018;108460;108480;108430;108460
26.11.2018;108470;108490;108350;108460
26.11.2018;108460;108540;108420;108440
26.11.2018;108440;108460;108380;108390
26.11.2018;108380;108400;108230;108240
26.11.2018;108240;108350;108240;108350
26.11.2018;108340;108370;108270;108340
26.11.2018;108340;108460;108340;108440
26.11.2018;108430;108450;108370;108370
26.11.2018;108370;108440;108370;108440
26.11.2018;108430;108480;108400;108430
26.11.2018;108410;108410;108270;108310
26.11.2018;108310;108390;108280;108320
26.11.2018;108310;108330;108270;108300
26.11.2018;108310;108330;108250;108250
26.11.2018;108250;108280;108120;108160
26.11.2018;108180;108200;108110;108140
26.11.2018;108130;108200;108070;108100
26.11.2018;108090;108190;108080;108160
26.11.2018;108150;108200;108120;108200
26.11.2018;108200;108210;108120;108120
26.11.2018;108110;108160;108040;108080
26.11.2018;108060;108120;108060;108110
26.11.2018;108120;108120;108050;108050
26.11.2018;108050;108070;107980;107990
26.11.2018;108000;108000;107920;107980
26.11.2018;107990;108040;107970;108040
26.11.2018;108040;108040;107880;107950
26.11.2018;107960;108080;107950;108040
26.11.2018;108040;108090;107990;108080
26.11.2018;108080;108080;108030;108040
26.11.2018;108050;108060;107930;107990
26.11.2018;107990;108040;107950;108010
26.11.2018;108010;108040;107810;107850
26.11.2018;107840;107880;107730;107860
26.11.2018;107870;107930;107840;107920
26.11.2018;107920;108010;107900;107990
26.11.2018;107990;108010;107880;107880
26.11.2018;107880;107940;107850;107930
26.11.2018;107910;107970;107910;107930
26.11.2018;107950;107950;107820;107850
26.11.2018;107850;107940;107810;107870
26.11.2018;107860;107880;107810;107850
26.11.2018;107860;107870;107790;107860
26.11.2018;107870;107900;107750;107780
26.11.2018;107790;107830;107710;107820
26.11.2018;107830;107900;107780;107900
26.11.2018;107900;107990;107890;107960
26.11.2018;107970;107980;107900;107960
26.11.2018;107960;107990;107910;107990
26.11.2018;108030;108310;107950;108110
26.11.2018;108120;108150;108080;108130
26.11.2018;108120;108320;108080;108290
26.11.2018;108270;108280;108170;108230
26.11.2018;108210;108340;108210;108340
26.11.2018;108330;108380;108310;108380
26.11.2018;108370;108390;108320;108320
26.11.2018;108330;108340;108290;108340
26.11.2018;108330;108350;108310;108320
26.11.2018;108330;108380;108300;108350
26.11.2018;108360;108390;108310;108320
26.11.2018;108330;108330;108260;108320
26.11.2018;108320;108320;108240;108270
26.11.2018;108270;108430;108250;108400
26.11.2018;108400;108450;108380;108430
26.11.2018;108430;108500;108410;108420
26.11.2018;108430;108480;108350;108390
26.11.2018;108380;108390;108360;108380
26.11.2018;108360;108380;108310;108350
26.11.2018;108340;108370;108290;108310
26.11.2018;108290;108350;108280;108310
26.11.2018;108300;108340;108280;108290
26.11.2018;108280;108280;108230;108230
26.11.2018;108230;108240;108150;108190
26.11.2018;108190;108260;108180;108200
26.11.2018;108210;108250;108190;108240
26.11.2018;108230;108270;108200;108260
26.11.2018;108260;108270;108240;108240
26.11.2018;108240;108250;108210;108210
26.11.2018;108230;108290;108210;108270
26.11.2018;108270;108280;108180;108180
26.11.2018;108180;108200;108130;108150
26.11.2018;108160;108190;108080;108100
26.11.2018;108090;108140;108000;108060
26.11.2018;108080;108180;108050;108150
26.11.2018;108150;108160;108100;108120
26.11.2018;108130;108150;108110;108150
26.11.2018;108140;108140;108020;108020
26.11.2018;108020;108080;108000;108060
26.11.2018;108040;108090;108030;108050
26.11.2018;108040;108060;107990;108030
26.11.2018;108040;108080;108040;108080
26.11.2018;108060;108090;108040;108090
26.11.2018;108090;108130;108070;108100
26.11.2018;108120;108140;108090;108140
26.11.2018;108140;108160;108120;108130
26.11.2018;108130;108150;108100;108120
26.11.2018;108100;108110;107960;107960
26.11.2018;107960;107980;107900;107920
26.11.2018;107910;107960;107900;107940
26.11.2018;107940;107960;107900;107940
26.11.2018;107940;107960;107910;107920
26.11.2018;107910;107930;107880;107890
26.11.2018;107890;107930;107860;107920
26.11.2018;107910;107980;107910;107980
26.11.2018;107980;107980;107880;107890
26.11.2018;107890;107910;107850;107850
26.11.2018;107850;107880;107790;107860
26.11.2018;107860;107910;107830;107910
26.11.2018;107910;107910;107880;107900
26.11.2018;107880;107910;107860;107890
26.11.2018;107890;107920;107880;107910
26.11.2018;107900;107940;107900;107920
26.11.2018;107920;107930;107900;107910
